State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Maharashtra,BULDHANA,2000,Kharif     ,maize,20200,19200
Maharashtra,BULDHANA,2000,Kharif     ,rice,200,200
Maharashtra,BULDHANA,2000,Rabi       ,maize,900,900
Maharashtra,BULDHANA,2001,Kharif     ,cotton,220100,197800
Maharashtra,BULDHANA,2001,Kharif     ,maize,21100,52100
Maharashtra,BULDHANA,2001,Kharif     ,rice,200,200
Maharashtra,BULDHANA,2001,Rabi       ,maize,400,700
Maharashtra,BULDHANA,2001,Summer     ,maize,100,100
Maharashtra,BULDHANA,2002,Kharif     ,cotton,168300,194700
Maharashtra,BULDHANA,2002,Kharif     ,maize,25100,51600
Maharashtra,BULDHANA,2002,Kharif     ,rice,100,100
Maharashtra,BULDHANA,2002,Rabi       ,maize,500,600
Maharashtra,BULDHANA,2002,Summer     ,maize,100,100
Maharashtra,BULDHANA,2003,Kharif     ,cotton,183100,254900
Maharashtra,BULDHANA,2003,Kharif     ,maize,25900,55500
Maharashtra,BULDHANA,2003,Rabi       ,maize,1200,2200
Maharashtra,BULDHANA,2003,Whole Year ,banana,1200,57930
Maharashtra,BULDHANA,2003,Whole Year ,grapess,20,537
Maharashtra,BULDHANA,2003,Whole Year ,mango,3900,7320
Maharashtra,BULDHANA,2004,Kharif     ,maize,33900,41500
Maharashtra,BULDHANA,2004,Rabi       ,maize,900,1200
Maharashtra,BULDHANA,2004,Summer     ,maize,100,200
Maharashtra,BULDHANA,2004,Whole Year ,cotton,198700,149300
Maharashtra,BULDHANA,2005,Kharif     ,cotton,197500,227400
Maharashtra,BULDHANA,2006,Kharif     ,cotton,234400,294400
Maharashtra,BULDHANA,2006,Kharif     ,maize,39700,65100
Maharashtra,BULDHANA,2006,Rabi       ,maize,2200,5300
Maharashtra,BULDHANA,2006,Summer     ,maize,1700,2500
Maharashtra,BULDHANA,2007,Kharif     ,cotton,2492,5549
Maharashtra,BULDHANA,2007,Kharif     ,maize,615,1962
Maharashtra,BULDHANA,2007,Rabi       ,maize,27,73
Maharashtra,BULDHANA,2007,Summer     ,maize,4,6
Maharashtra,BULDHANA,2008,Kharif     ,cotton,247600,422400
Maharashtra,BULDHANA,2008,Kharif     ,maize,54900,166100
Maharashtra,BULDHANA,2008,Rabi       ,maize,14,26
Maharashtra,BULDHANA,2009,Kharif     ,cotton,239400,374600
Maharashtra,BULDHANA,2009,Kharif     ,maize,83200,184800
Maharashtra,BULDHANA,2009,Rabi       ,maize,1700,800
Maharashtra,BULDHANA,2010,Kharif     ,cotton,251500,436100
Maharashtra,BULDHANA,2010,Kharif     ,maize,66200,164100
Maharashtra,BULDHANA,2010,Rabi       ,maize,8600,17900
Maharashtra,BULDHANA,2011,Kharif     ,cotton,256900,321700
Maharashtra,BULDHANA,2011,Kharif     ,maize,57200,159200
Maharashtra,BULDHANA,2011,Rabi       ,maize,7700,19800
Maharashtra,BULDHANA,2011,Summer     ,maize,100,100
Maharashtra,BULDHANA,2012,Kharif     ,cotton,253900,346100
Maharashtra,BULDHANA,2012,Kharif     ,maize,15600,35000
Maharashtra,BULDHANA,2012,Rabi       ,maize,6900,5100
Maharashtra,BULDHANA,2013,Kharif     ,cotton,227900,639600
Maharashtra,BULDHANA,2013,Kharif     ,maize,15000,42900
Maharashtra,BULDHANA,2013,Rabi       ,maize,16600,41900
Maharashtra,BULDHANA,2013,Summer     ,maize,1800,2600
Maharashtra,BULDHANA,2014,Kharif     ,cotton,174300,132500
Maharashtra,BULDHANA,2014,Kharif     ,maize,30000,54400
Maharashtra,BULDHANA,2014,Rabi       ,maize,17200,2700
Maharashtra,BULDHANA,2014,Summer     ,maize,1700,3000
Maharashtra,CHANDRAPUR,1997,Kharif     ,maize,1100,1000
Maharashtra,CHANDRAPUR,1997,Kharif     ,rice,136400,190100
Maharashtra,CHANDRAPUR,1997,Summer     ,rice,11,13
Maharashtra,CHANDRAPUR,1997,Whole Year ,cotton,520,31800
Maharashtra,CHANDRAPUR,1998,Kharif     ,cotton,52700,44300
Maharashtra,CHANDRAPUR,1998,Kharif     ,maize,100,200
Maharashtra,CHANDRAPUR,1998,Kharif     ,rice,132200,159700
Maharashtra,CHANDRAPUR,1998,Summer     ,rice,3000,4700
Maharashtra,CHANDRAPUR,1999,Kharif     ,cotton,54600,61200
Maharashtra,CHANDRAPUR,1999,Kharif     ,maize,100,100
Maharashtra,CHANDRAPUR,1999,Kharif     ,rice,140600,211500
Maharashtra,CHANDRAPUR,1999,Rabi       ,maize,100,200
Maharashtra,CHANDRAPUR,1999,Summer     ,rice,3100,4800
Maharashtra,CHANDRAPUR,2000,Kharif     ,cotton,55400,36400
Maharashtra,CHANDRAPUR,2000,Kharif     ,maize,100,100
Maharashtra,CHANDRAPUR,2000,Kharif     ,rice,144800,119200
Maharashtra,CHANDRAPUR,2000,Rabi       ,maize,100,100
Maharashtra,CHANDRAPUR,2000,Summer     ,rice,1500,1600
Maharashtra,CHANDRAPUR,2001,Kharif     ,cotton,61500,43300
Maharashtra,CHANDRAPUR,2001,Kharif     ,rice,152700,220500
Maharashtra,CHANDRAPUR,2001,Summer     ,rice,500,600
Maharashtra,CHANDRAPUR,2002,Kharif     ,cotton,56100,42600
Maharashtra,CHANDRAPUR,2002,Kharif     ,rice,142100,108300
Maharashtra,CHANDRAPUR,2002,Summer     ,rice,400,700
Maharashtra,CHANDRAPUR,2003,Kharif     ,cotton,51800,64100
Maharashtra,CHANDRAPUR,2003,Kharif     ,rice,142700,206900
Maharashtra,CHANDRAPUR,2003,Summer     ,rice,700,700
Maharashtra,CHANDRAPUR,2003,Whole Year ,mango,4069,7000
Maharashtra,CHANDRAPUR,2004,Kharif     ,rice,142500,107200
Maharashtra,CHANDRAPUR,2004,Summer     ,rice,500,1100
Maharashtra,CHANDRAPUR,2004,Whole Year ,cotton,49900,48400
Maharashtra,CHANDRAPUR,2005,Kharif     ,cotton,48600,48800
Maharashtra,CHANDRAPUR,2005,Kharif     ,rice,130500,206400
Maharashtra,CHANDRAPUR,2005,Summer     ,rice,3200,3500
Maharashtra,CHANDRAPUR,2006,Kharif     ,cotton,47400,86300
Maharashtra,CHANDRAPUR,2006,Kharif     ,rice,136300,188700
Maharashtra,CHANDRAPUR,2006,Summer     ,rice,2900,5000
Maharashtra,CHANDRAPUR,2007,Kharif     ,cotton,500,1042
Maharashtra,CHANDRAPUR,2007,Kharif     ,rice,1613,2517
Maharashtra,CHANDRAPUR,2008,Kharif     ,cotton,48800,81400
Maharashtra,CHANDRAPUR,2008,Kharif     ,rice,157700,133700
Maharashtra,CHANDRAPUR,2009,Kharif     ,cotton,54200,77500
Maharashtra,CHANDRAPUR,2009,Kharif     ,maize,100,200
Maharashtra,CHANDRAPUR,2009,Kharif     ,rice,112600,69700
Maharashtra,CHANDRAPUR,2010,Kharif     ,cotton,93300,126300
Maharashtra,CHANDRAPUR,2010,Kharif     ,rice,114300,160100
Maharashtra,CHANDRAPUR,2011,Kharif     ,cotton,100000,158900
Maharashtra,CHANDRAPUR,2011,Kharif     ,rice,158100,199900
Maharashtra,CHANDRAPUR,2011,Summer     ,rice,1800,3300
Maharashtra,CHANDRAPUR,2012,Kharif     ,cotton,107700,269900
Maharashtra,CHANDRAPUR,2012,Kharif     ,rice,158200,250500
Maharashtra,CHANDRAPUR,2012,Summer     ,maize,100,100
Maharashtra,CHANDRAPUR,2012,Summer     ,rice,2600,5400
Maharashtra,CHANDRAPUR,2013,Kharif     ,cotton,107100,202300
Maharashtra,CHANDRAPUR,2013,Kharif     ,rice,160200,211300
Maharashtra,CHANDRAPUR,2013,Summer     ,rice,3200,6900
Maharashtra,CHANDRAPUR,2014,Kharif     ,cotton,123700,143900
Maharashtra,CHANDRAPUR,2014,Kharif     ,rice,141800,106700
Maharashtra,CHANDRAPUR,2014,Summer     ,maize,100,100
Maharashtra,CHANDRAPUR,2014,Summer     ,rice,4000,6800
Maharashtra,DHULE,1997,Autumn     ,maize,4,2901
Maharashtra,DHULE,1997,Kharif     ,maize,19300,33800
Maharashtra,DHULE,1997,Kharif     ,rice,25300,21200
Maharashtra,DHULE,1997,Rabi       ,maize,1400,2500
Maharashtra,DHULE,1997,Summer     ,maize,100,100
Maharashtra,DHULE,1997,Whole Year ,cotton,867,87200
Maharashtra,DHULE,1998,Kharif     ,cotton,94600,103300
Maharashtra,DHULE,1998,Kharif     ,maize,18800,37300
Maharashtra,DHULE,1998,Kharif     ,rice,26400,15900
Maharashtra,DHULE,1998,Rabi       ,maize,1400,2300
Maharashtra,DHULE,1998,Summer     ,maize,100,100
Maharashtra,DHULE,1999,Kharif     ,cotton,67100,45900
Maharashtra,DHULE,1999,Kharif     ,maize,3300,5400
Maharashtra,DHULE,1999,Kharif     ,rice,4900,4700
Maharashtra,DHULE,1999,Rabi       ,maize,700,1100
Maharashtra,DHULE,1999,Summer     ,maize,100,100
Maharashtra,DHULE,2000,Kharif     ,cotton,65900,32900
Maharashtra,DHULE,2000,Kharif     ,maize,3600,2400
Maharashtra,DHULE,2000,Kharif     ,rice,4900,1800
Maharashtra,DHULE,2000,Rabi       ,maize,500,600
Maharashtra,DHULE,2001,Kharif     ,cotton,66800,48700
Maharashtra,DHULE,2001,Kharif     ,maize,6400,11500
Maharashtra,DHULE,2001,Kharif     ,rice,4900,5600
Maharashtra,DHULE,2001,Rabi       ,maize,600,1100
Maharashtra,DHULE,2001,Summer     ,maize,100,100
Maharashtra,DHULE,2002,Kharif     ,cotton,66400,35800
Maharashtra,DHULE,2002,Kharif     ,maize,7600,14100
Maharashtra,DHULE,2002,Kharif     ,rice,5200,4200
Maharashtra,DHULE,2002,Rabi       ,maize,800,1200
Maharashtra,DHULE,2003,Kharif     ,cotton,66500,90300
Maharashtra,DHULE,2003,Kharif     ,maize,8600,25400
Maharashtra,DHULE,2003,Kharif     ,rice,5000,6900
Maharashtra,DHULE,2003,Rabi       ,maize,800,1700
Maharashtra,DHULE,2003,Whole Year ,banana,400,38960
Maharashtra,DHULE,2003,Whole Year ,grapess,52,1395
Maharashtra,DHULE,2003,Whole Year ,mango,3100,5850
Maharashtra,DHULE,2004,Kharif     ,maize,8900,21100
Maharashtra,DHULE,2004,Kharif     ,rice,5100,5400
Maharashtra,DHULE,2004,Rabi       ,maize,700,2200
Maharashtra,DHULE,2004,Summer     ,maize,100,100
Maharashtra,DHULE,2004,Whole Year ,cotton,71800,88300
Maharashtra,DHULE,2005,Kharif     ,cotton,73300,74900
Maharashtra,DHULE,2005,Kharif     ,rice,5100,5000
Maharashtra,DHULE,2006,Kharif     ,cotton,83500,124000
Maharashtra,DHULE,2006,Kharif     ,maize,20500,39300
Maharashtra,DHULE,2006,Kharif     ,rice,5100,2100
Maharashtra,DHULE,2006,Rabi       ,maize,600,1200
Maharashtra,DHULE,2006,Summer     ,maize,500,500
Maharashtra,DHULE,2007,Kharif     ,cotton,1151,2523
Maharashtra,DHULE,2007,Kharif     ,maize,347,865
Maharashtra,DHULE,2007,Kharif     ,rice,44,35
Maharashtra,DHULE,2007,Rabi       ,maize,8,25
Maharashtra,DHULE,2007,Summer     ,maize,4,5
Maharashtra,DHULE,2008,Kharif     ,cotton,110700,73100
Maharashtra,DHULE,2008,Kharif     ,maize,32300,43700
Maharashtra,DHULE,2008,Kharif     ,rice,5400,3000
Maharashtra,DHULE,2008,Rabi       ,maize,9,28
Maharashtra,DHULE,2009,Kharif     ,cotton,129300,197700
Maharashtra,DHULE,2009,Kharif     ,maize,37900,85300
Maharashtra,DHULE,2009,Kharif     ,rice,4900,2400
Maharashtra,DHULE,2009,Rabi       ,maize,2100,6500
Maharashtra,DHULE,2010,Kharif     ,cotton,133100,335900
Maharashtra,DHULE,2010,Kharif     ,maize,46000,156500
Maharashtra,DHULE,2010,Kharif     ,rice,5000,6700
Maharashtra,DHULE,2010,Rabi       ,maize,2200,7200
Maharashtra,DHULE,2011,Kharif     ,cotton,156200,270100
Maharashtra,DHULE,2011,Kharif     ,maize,52700,128400
Maharashtra,DHULE,2011,Kharif     ,rice,7900,5300
Maharashtra,DHULE,2011,Rabi       ,maize,2400,7600
Maharashtra,DHULE,2011,Summer     ,maize,2100,2400
Maharashtra,DHULE,2012,Kharif     ,cotton,160500,260200
Maharashtra,DHULE,2012,Kharif     ,maize,61800,159700
Maharashtra,DHULE,2012,Kharif     ,rice,7700,7400
Maharashtra,DHULE,2012,Rabi       ,maize,2500,7700
Maharashtra,DHULE,2012,Summer     ,maize,800,900
Maharashtra,DHULE,2013,Kharif     ,cotton,173200,432700
Maharashtra,DHULE,2013,Kharif     ,maize,82100,265100
Maharashtra,DHULE,2013,Kharif     ,rice,7700,9700
Maharashtra,DHULE,2013,Rabi       ,maize,2900,5900
Maharashtra,DHULE,2013,Summer     ,maize,900,1000
Maharashtra,DHULE,2014,Kharif     ,cotton,209900,258200
Maharashtra,DHULE,2014,Kharif     ,maize,89600,178200
Maharashtra,DHULE,2014,Kharif     ,rice,100,0
Maharashtra,DHULE,2014,Rabi       ,maize,10400,37400
Maharashtra,DHULE,2014,Summer     ,maize,600,600
Maharashtra,GADCHIROLI,1997,Kharif     ,maize,1800,1600
Maharashtra,GADCHIROLI,1997,Kharif     ,rice,135300,148300
Maharashtra,GADCHIROLI,1997,Rabi       ,maize,800,700
Maharashtra,GADCHIROLI,1997,Summer     ,rice,25,29
Maharashtra,GADCHIROLI,1998,Kharif     ,maize,3000,5700
Maharashtra,GADCHIROLI,1998,Kharif     ,rice,138300,154100
Maharashtra,GADCHIROLI,1998,Summer     ,rice,4800,7100
Maharashtra,GADCHIROLI,1999,Kharif     ,maize,3000,3900
Maharashtra,GADCHIROLI,1999,Kharif     ,rice,139400,190100
Maharashtra,GADCHIROLI,1999,Summer     ,rice,5400,10200
Maharashtra,GADCHIROLI,2000,Kharif     ,maize,2700,3600
Maharashtra,GADCHIROLI,2000,Kharif     ,rice,138400,107300
Maharashtra,GADCHIROLI,2000,Rabi       ,maize,200,200
Maharashtra,GADCHIROLI,2000,Summer     ,rice,2400,2800
Maharashtra,GADCHIROLI,2001,Kharif     ,maize,2000,5200
Maharashtra,GADCHIROLI,2001,Kharif     ,rice,142100,163800
Maharashtra,GADCHIROLI,2001,Rabi       ,maize,200,400
Maharashtra,GADCHIROLI,2001,Summer     ,rice,3000,4900
Maharashtra,GADCHIROLI,2002,Kharif     ,cotton,400,400
Maharashtra,GADCHIROLI,2002,Kharif     ,maize,2100,4300
Maharashtra,GADCHIROLI,2002,Kharif     ,rice,142600,74900
Maharashtra,GADCHIROLI,2002,Rabi       ,maize,200,200
Maharashtra,GADCHIROLI,2002,Summer     ,rice,1500,2800
Maharashtra,GADCHIROLI,2003,Kharif     ,cotton,100,100
Maharashtra,GADCHIROLI,2003,Kharif     ,maize,2400,5100
Maharashtra,GADCHIROLI,2003,Kharif     ,rice,144300,175700
Maharashtra,GADCHIROLI,2003,Rabi       ,maize,300,600
Maharashtra,GADCHIROLI,2003,Summer     ,rice,1800,3400
Maharashtra,GADCHIROLI,2003,Whole Year ,mango,3960,7320
Maharashtra,GADCHIROLI,2004,Kharif     ,maize,2300,2800
Maharashtra,GADCHIROLI,2004,Kharif     ,rice,145200,125200
Maharashtra,GADCHIROLI,2004,Rabi       ,maize,200,300
Maharashtra,GADCHIROLI,2004,Summer     ,rice,700,1000
Maharashtra,GADCHIROLI,2004,Whole Year ,cotton,100,100
Maharashtra,GADCHIROLI,2005,Kharif     ,cotton,100,100
Maharashtra,GADCHIROLI,2005,Kharif     ,rice,147200,222100
Maharashtra,GADCHIROLI,2005,Summer     ,rice,3500,5800
Maharashtra,GADCHIROLI,2006,Kharif     ,cotton,200,300
Maharashtra,GADCHIROLI,2006,Kharif     ,maize,2200,3600
Maharashtra,GADCHIROLI,2006,Kharif     ,rice,140000,206100
Maharashtra,GADCHIROLI,2006,Rabi       ,maize,400,1000
Maharashtra,GADCHIROLI,2006,Summer     ,rice,3000,5200
Maharashtra,GADCHIROLI,2007,Kharif     ,cotton,5,9
Maharashtra,GADCHIROLI,2007,Kharif     ,maize,23,71
Maharashtra,GADCHIROLI,2007,Kharif     ,rice,1491,2231
Maharashtra,GADCHIROLI,2007,Rabi       ,maize,4,11
Maharashtra,GADCHIROLI,2008,Kharif     ,cotton,600,800
Maharashtra,GADCHIROLI,2008,Kharif     ,maize,2200,3300
Maharashtra,GADCHIROLI,2008,Kharif     ,rice,151400,126000
Maharashtra,GADCHIROLI,2008,Rabi       ,maize,2,4
Maharashtra,GADCHIROLI,2009,Kharif     ,cotton,2600,3500
Maharashtra,GADCHIROLI,2009,Kharif     ,maize,2200,4900
Maharashtra,GADCHIROLI,2009,Kharif     ,rice,149100,112500
Maharashtra,GADCHIROLI,2009,Rabi       ,maize,300,100
Maharashtra,GADCHIROLI,2010,Kharif     ,cotton,2800,4300
Maharashtra,GADCHIROLI,2010,Kharif     ,maize,1900,4600
Maharashtra,GADCHIROLI,2010,Kharif     ,rice,156800,233200
Maharashtra,GADCHIROLI,2010,Rabi       ,maize,1200,2500
Maharashtra,GADCHIROLI,2011,Kharif     ,cotton,4200,7000
Maharashtra,GADCHIROLI,2011,Kharif     ,maize,2200,1500
Maharashtra,GADCHIROLI,2011,Kharif     ,rice,152200,182300
Maharashtra,GADCHIROLI,2011,Rabi       ,maize,1200,3100
Maharashtra,GADCHIROLI,2011,Summer     ,rice,2900,4800
Maharashtra,GADCHIROLI,2012,Kharif     ,cotton,5100,9900
Maharashtra,GADCHIROLI,2012,Kharif     ,maize,1900,4300
Maharashtra,GADCHIROLI,2012,Kharif     ,rice,151400,228800
Maharashtra,GADCHIROLI,2012,Rabi       ,maize,900,700
Maharashtra,GADCHIROLI,2012,Summer     ,maize,500,500
Maharashtra,GADCHIROLI,2012,Summer     ,rice,2900,6200
Maharashtra,GADCHIROLI,2013,Kharif     ,cotton,5300,8100
Maharashtra,GADCHIROLI,2013,Kharif     ,maize,1700,4900
Maharashtra,GADCHIROLI,2013,Kharif     ,rice,153000,225600
Maharashtra,GADCHIROLI,2013,Rabi       ,maize,1000,2500
Maharashtra,GADCHIROLI,2013,Summer     ,rice,3000,6400
Maharashtra,GADCHIROLI,2014,Kharif     ,cotton,4200,7600
Maharashtra,GADCHIROLI,2014,Kharif     ,maize,1500,2700
Maharashtra,GADCHIROLI,2014,Kharif     ,rice,152800,201600
Maharashtra,GADCHIROLI,2014,Rabi       ,maize,300,
Maharashtra,GADCHIROLI,2014,Summer     ,rice,2900,4500
Maharashtra,GONDIA,1999,Kharif     ,maize,200,200
Maharashtra,GONDIA,1999,Kharif     ,rice,15000,9000
Maharashtra,GONDIA,1999,Rabi       ,maize,300,500
Maharashtra,GONDIA,2000,Kharif     ,maize,200,200
Maharashtra,GONDIA,2000,Kharif     ,rice,181800,156100
Maharashtra,GONDIA,2000,Summer     ,rice,1600,3600
Maharashtra,GONDIA,2001,Kharif     ,maize,200,500
Maharashtra,GONDIA,2001,Kharif     ,rice,177800,231400
Maharashtra,GONDIA,2001,Summer     ,rice,3400,6500
Maharashtra,GONDIA,2002,Kharif     ,maize,100,200
Maharashtra,GONDIA,2002,Kharif     ,rice,168400,164200
Maharashtra,GONDIA,2002,Summer     ,maize,100,100
Maharashtra,GONDIA,2002,Summer     ,rice,4200,9700
Maharashtra,GONDIA,2003,Kharif     ,maize,200,400
Maharashtra,GONDIA,2003,Kharif     ,rice,170000,255000
Maharashtra,GONDIA,2003,Summer     ,rice,6600,11900
Maharashtra,GONDIA,2003,Whole Year ,mango,219,1000
Maharashtra,GONDIA,2004,Kharif     ,maize,200,200
Maharashtra,GONDIA,2004,Kharif     ,rice,162500,97600
Maharashtra,GONDIA,2004,Summer     ,rice,1300,2800
Maharashtra,GONDIA,2005,Kharif     ,rice,177800,271200
Maharashtra,GONDIA,2005,Summer     ,rice,10700,16000
Maharashtra,GONDIA,2006,Kharif     ,maize,100,200
Maharashtra,GONDIA,2006,Kharif     ,rice,187000,209200
Maharashtra,GONDIA,2006,Summer     ,rice,10700,21400
Maharashtra,GONDIA,2007,Kharif     ,maize,1,3
Maharashtra,GONDIA,2007,Kharif     ,rice,1925,3190
Maharashtra,GONDIA,2008,Kharif     ,maize,100,200
Maharashtra,GONDIA,2008,Kharif     ,rice,185100,130900
Maharashtra,GONDIA,2009,Kharif     ,maize,100,200
Maharashtra,GONDIA,2009,Kharif     ,rice,181900,197500
Maharashtra,GONDIA,2010,Kharif     ,maize,100,200
Maharashtra,GONDIA,2010,Kharif     ,rice,178200,306000
Maharashtra,GONDIA,2010,Rabi       ,maize,100,200
Maharashtra,GONDIA,2011,Kharif     ,maize,200,100
Maharashtra,GONDIA,2011,Kharif     ,rice,172800,294800
Maharashtra,GONDIA,2011,Summer     ,rice,7700,18200
Maharashtra,GONDIA,2012,Kharif     ,maize,100,100
Maharashtra,GONDIA,2012,Kharif     ,rice,177500,334600
Maharashtra,GONDIA,2012,Summer     ,maize,100,100
Maharashtra,GONDIA,2012,Summer     ,rice,8900,21300
Maharashtra,GONDIA,2013,Kharif     ,maize,100,300
Maharashtra,GONDIA,2013,Kharif     ,rice,188100,292500
Maharashtra,GONDIA,2013,Summer     ,rice,13400,32820
Maharashtra,GONDIA,2014,Kharif     ,rice,174700,340600
Maharashtra,GONDIA,2014,Rabi       ,maize,400,100
Maharashtra,GONDIA,2014,Summer     ,maize,200,200
Maharashtra,GONDIA,2014,Summer     ,rice,12900,36100
Maharashtra,HINGOLI,1999,Kharif     ,cotton,113500,97100
Maharashtra,HINGOLI,2000,Kharif     ,cotton,104300,52500
Maharashtra,HINGOLI,2000,Kharif     ,maize,200,200
Maharashtra,HINGOLI,2000,Kharif     ,rice,14700,8900
Maharashtra,HINGOLI,2000,Rabi       ,maize,100,100
Maharashtra,HINGOLI,2001,Kharif     ,cotton,93500,97400
Maharashtra,HINGOLI,2001,Kharif     ,maize,200,400
Maharashtra,HINGOLI,2001,Kharif     ,rice,14500,9700
Maharashtra,HINGOLI,2001,Rabi       ,maize,100,200
Maharashtra,HINGOLI,2001,Summer     ,maize,100,100
Maharashtra,HINGOLI,2002,Kharif     ,cotton,83200,86800
Maharashtra,HINGOLI,2002,Kharif     ,maize,600,1000
Maharashtra,HINGOLI,2002,Kharif     ,rice,15900,9300
Maharashtra,HINGOLI,2002,Rabi       ,maize,100,100
Maharashtra,HINGOLI,2002,Summer     ,maize,100,100
Maharashtra,HINGOLI,2003,Kharif     ,cotton,72500,111900
Maharashtra,HINGOLI,2003,Kharif     ,maize,800,300
Maharashtra,HINGOLI,2003,Kharif     ,rice,9500,4800
Maharashtra,HINGOLI,2003,Rabi       ,maize,200,300
Maharashtra,HINGOLI,2003,Whole Year ,banana,3100,164450
Maharashtra,HINGOLI,2003,Whole Year ,grapess,12,163
Maharashtra,HINGOLI,2004,Kharif     ,maize,500,500
Maharashtra,HINGOLI,2004,Kharif     ,rice,7800,1800
Maharashtra,HINGOLI,2004,Summer     ,maize,100,100
Maharashtra,HINGOLI,2004,Whole Year ,cotton,71300,65700
Maharashtra,HINGOLI,2005,Kharif     ,cotton,54300,72200
Maharashtra,HINGOLI,2005,Kharif     ,rice,4500,1500
Maharashtra,HINGOLI,2006,Kharif     ,cotton,61900,128900
Maharashtra,HINGOLI,2006,Kharif     ,maize,500,500
Maharashtra,HINGOLI,2006,Kharif     ,rice,4300,2000
Maharashtra,HINGOLI,2006,Rabi       ,maize,300,700
Maharashtra,HINGOLI,2006,Summer     ,maize,700,900
Maharashtra,HINGOLI,2007,Kharif     ,cotton,749,2711
Maharashtra,HINGOLI,2007,Kharif     ,maize,5,4
Maharashtra,HINGOLI,2007,Kharif     ,rice,41,19
Maharashtra,HINGOLI,2007,Rabi       ,maize,2,5
Maharashtra,HINGOLI,2008,Kharif     ,cotton,105700,185300
Maharashtra,HINGOLI,2008,Kharif     ,maize,1100,900
Maharashtra,HINGOLI,2008,Kharif     ,rice,500,300
Maharashtra,HINGOLI,2008,Rabi       ,maize,3,5
Maharashtra,HINGOLI,2009,Kharif     ,cotton,97000,157900
Maharashtra,HINGOLI,2009,Kharif     ,maize,800,900
Maharashtra,HINGOLI,2009,Kharif     ,rice,1200,400
Maharashtra,HINGOLI,2009,Rabi       ,maize,300,100
Maharashtra,HINGOLI,2010,Kharif     ,cotton,81900,133300
Maharashtra,HINGOLI,2010,Kharif     ,maize,600,500
Maharashtra,HINGOLI,2010,Kharif     ,rice,1100,700
Maharashtra,HINGOLI,2010,Rabi       ,maize,800,1700
Maharashtra,HINGOLI,2011,Kharif     ,cotton,89600,143400
Maharashtra,HINGOLI,2011,Kharif     ,maize,600,700
Maharashtra,HINGOLI,2011,Kharif     ,rice,600,200
Maharashtra,HINGOLI,2011,Rabi       ,maize,300,800
Maharashtra,HINGOLI,2011,Summer     ,maize,200,300
Maharashtra,HINGOLI,2012,Kharif     ,cotton,100900,242100
Maharashtra,HINGOLI,2012,Kharif     ,maize,600,600
Maharashtra,HINGOLI,2012,Kharif     ,rice,600,200
Maharashtra,HINGOLI,2012,Rabi       ,maize,200,100
Maharashtra,HINGOLI,2012,Summer     ,maize,200,300
Maharashtra,HINGOLI,2013,Kharif     ,cotton,96000,192400
Maharashtra,HINGOLI,2013,Kharif     ,maize,400,500
Maharashtra,HINGOLI,2013,Rabi       ,maize,400,1000
Maharashtra,HINGOLI,2013,Summer     ,maize,1200,1600
Maharashtra,HINGOLI,2014,Kharif     ,cotton,94700,85400
Maharashtra,HINGOLI,2014,Kharif     ,maize,1300,500
Maharashtra,HINGOLI,2014,Rabi       ,maize,500,100
Maharashtra,HINGOLI,2014,Summer     ,maize,1600,1000
Maharashtra,JALGAON,1997,Autumn     ,maize,3,3980
Maharashtra,JALGAON,1997,Kharif     ,maize,8500,17200
Maharashtra,JALGAON,1997,Kharif     ,rice,1700,1600
Maharashtra,JALGAON,1997,Rabi       ,maize,300,500
Maharashtra,JALGAON,1997,Summer     ,maize,500,700
Maharashtra,JALGAON,1997,Whole Year ,cotton,3404,370600
Maharashtra,JALGAON,1998,Kharif     ,cotton,371900,489500
Maharashtra,JALGAON,1998,Kharif     ,maize,7700,16300
Maharashtra,JALGAON,1998,Kharif     ,rice,1800,1900
Maharashtra,JALGAON,1998,Rabi       ,maize,400,600
Maharashtra,JALGAON,1998,Summer     ,maize,500,700
Maharashtra,JALGAON,1999,Kharif     ,cotton,399100,562000
Maharashtra,JALGAON,1999,Kharif     ,maize,8300,13500
Maharashtra,JALGAON,1999,Kharif     ,rice,1800,1700
Maharashtra,JALGAON,1999,Rabi       ,maize,500,800
Maharashtra,JALGAON,1999,Summer     ,maize,400,500
Maharashtra,JALGAON,2000,Kharif     ,cotton,411500,281100
Maharashtra,JALGAON,2000,Kharif     ,maize,9100,5700
Maharashtra,JALGAON,2000,Kharif     ,rice,1700,2100
Maharashtra,JALGAON,2000,Rabi       ,maize,400,400
Maharashtra,JALGAON,2001,Kharif     ,cotton,403000,504900
Maharashtra,JALGAON,2001,Kharif     ,maize,9400,17200
Maharashtra,JALGAON,2001,Kharif     ,rice,1200,700
Maharashtra,JALGAON,2001,Rabi       ,maize,300,600
Maharashtra,JALGAON,2001,Summer     ,maize,200,300
Maharashtra,JALGAON,2002,Kharif     ,cotton,384000,468200
Maharashtra,JALGAON,2002,Kharif     ,maize,13600,39200
Maharashtra,JALGAON,2002,Kharif     ,rice,900,800
Maharashtra,JALGAON,2002,Rabi       ,maize,300,500
Maharashtra,JALGAON,2002,Summer     ,maize,400,500
Maharashtra,JALGAON,2003,Kharif     ,cotton,383600,514800
Maharashtra,JALGAON,2003,Kharif     ,maize,14900,49600
Maharashtra,JALGAON,2003,Kharif     ,rice,900,1100
Maharashtra,JALGAON,2003,Rabi       ,maize,1100,2100
Maharashtra,JALGAON,2003,Whole Year ,banana,35900,2390840
